date,product_id,product_name,product_category,unit_price,quantity,revenue
2024-12-10,SP001,スマートフォン Pro,スマートフォン,89800,169,15176200
2024-12-10,SP002,スマートフォン Lite,スマートフォン,49800,103,5129400
2024-12-10,LP001,ノートPC 15インチ,ノートPC,129800,136,17652800
2024-12-10,LP002,ノートPC 13インチ,ノートPC,98000,55,5390000
2024-12-10,TB001,タブレット 10インチ,タブレット,59800,45,2691000
2024-12-10,EP001,ワイヤレスイヤホン,イヤホン,19800,47,930600
2024-12-10,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,41,1426800
2024-12-11,SP001,スマートフォン Pro,スマートフォン,89800,86,7722800
2024-12-11,SP002,スマートフォン Lite,スマートフォン,49800,53,2639400
2024-12-11,LP001,ノートPC 15インチ,ノートPC,129800,83,10773400
2024-12-11,LP002,ノートPC 13インチ,ノートPC,98000,54,5292000
2024-12-11,TB001,タブレット 10インチ,タブレット,59800,44,2631200
2024-12-11,EP001,ワイヤレスイヤホン,イヤホン,19800,46,910800
2024-12-11,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,22,765600
2024-12-12,SP001,スマートフォン Pro,スマートフォン,89800,86,7722800
2024-12-12,SP002,スマートフォン Lite,スマートフォン,49800,83,4133400
2024-12-12,LP001,ノートPC 15インチ,ノートPC,129800,97,12590600
2024-12-12,LP002,ノートPC 13インチ,ノートPC,98000,59,5782000
2024-12-12,TB001,タブレット 10インチ,タブレット,59800,34,2033200
2024-12-12,EP001,ワイヤレスイヤホン,イヤホン,19800,40,792000
2024-12-12,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,41,1426800
2024-12-13,SP001,スマートフォン Pro,スマートフォン,89800,89,7992200
2024-12-13,SP002,スマートフォン Lite,スマートフォン,49800,55,2739000
2024-12-13,LP001,ノートPC 15インチ,ノートPC,129800,59,7658200
2024-12-13,LP002,ノートPC 13インチ,ノートPC,98000,36,3528000
2024-12-13,TB001,タブレット 10インチ,タブレット,59800,35,2093000
2024-12-13,EP001,ワイヤレスイヤホン,イヤホン,19800,30,594000
2024-12-13,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,23,800400
2024-12-14,SP001,スマートフォン Pro,スマートフォン,89800,217,19486600
2024-12-14,SP002,スマートフォン Lite,スマートフォン,49800,123,6125400
2024-12-14,LP001,ノートPC 15インチ,ノートPC,129800,174,22585200
2024-12-14,LP002,ノートPC 13インチ,ノートPC,98000,69,6762000
2024-12-14,TB001,タブレット 10インチ,タブレット,59800,71,4245800
2024-12-14,EP001,ワイヤレスイヤホン,イヤホン,19800,84,1663200
2024-12-14,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,42,1461600
2024-12-15,SP001,スマートフォン Pro,スマートフォン,89800,132,11853600
2024-12-15,SP002,スマートフォン Lite,スマートフォン,49800,54,2689200
2024-12-15,LP001,ノートPC 15インチ,ノートPC,129800,106,13758800
2024-12-15,LP002,ノートPC 13インチ,ノートPC,98000,57,5586000
2024-12-15,TB001,タブレット 10インチ,タブレット,59800,36,2152800
2024-12-15,EP001,ワイヤレスイヤホン,イヤホン,19800,44,871200
2024-12-15,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,39,1357200
2024-12-16,SP001,スマートフォン Pro,スマートフォン,89800,140,12572000
2024-12-16,SP002,スマートフォン Lite,スマートフォン,49800,74,3685200
2024-12-16,LP001,ノートPC 15インチ,ノートPC,129800,128,16614400
2024-12-16,LP002,ノートPC 13インチ,ノートPC,98000,63,6174000
2024-12-16,TB001,タブレット 10インチ,タブレット,59800,52,3109600
2024-12-16,EP001,ワイヤレスイヤホン,イヤホン,19800,38,752400
2024-12-16,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,52,1809600
2024-12-17,SP001,スマートフォン Pro,スマートフォン,89800,57,5118600
2024-12-17,SP002,スマートフォン Lite,スマートフォン,49800,43,2141400
2024-12-17,LP001,ノートPC 15インチ,ノートPC,129800,67,8696600
2024-12-17,LP002,ノートPC 13インチ,ノートPC,98000,28,2744000
2024-12-17,TB001,タブレット 10インチ,タブレット,59800,28,1674400
2024-12-17,EP001,ワイヤレスイヤホン,イヤホン,19800,23,455400
2024-12-17,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,26,904800
2024-12-18,SP001,スマートフォン Pro,スマートフォン,89800,80,7184000
2024-12-18,SP002,スマートフォン Lite,スマートフォン,49800,56,2788800
2024-12-18,LP001,ノートPC 15インチ,ノートPC,129800,76,9864800
2024-12-18,LP002,ノートPC 13インチ,ノートPC,98000,40,3920000
2024-12-18,TB001,タブレット 10インチ,タブレット,59800,35,2093000
2024-12-18,EP001,ワイヤレスイヤホン,イヤホン,19800,31,613800
2024-12-18,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,23,800400
2024-12-19,SP001,スマートフォン Pro,スマートフォン,89800,68,6106400
2024-12-19,SP002,スマートフォン Lite,スマートフォン,49800,46,2290800
2024-12-19,LP001,ノートPC 15インチ,ノートPC,129800,47,6100600
2024-12-19,LP002,ノートPC 13インチ,ノートPC,98000,26,2548000
2024-12-19,TB001,タブレット 10インチ,タブレット,59800,23,1375400
2024-12-19,EP001,ワイヤレスイヤホン,イヤホン,19800,24,475200
2024-12-19,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,14,487200
2024-12-20,SP001,スマートフォン Pro,スマートフォン,89800,74,6645200
2024-12-20,SP002,スマートフォン Lite,スマートフォン,49800,44,2191200
2024-12-20,LP001,ノートPC 15インチ,ノートPC,129800,63,8177400
2024-12-20,LP002,ノートPC 13インチ,ノートPC,98000,33,3234000
2024-12-20,TB001,タブレット 10インチ,タブレット,59800,32,1913600
2024-12-20,EP001,ワイヤレスイヤホン,イヤホン,19800,36,712800
2024-12-20,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,30,1044000
2024-12-21,SP001,スマートフォン Pro,スマートフォン,89800,126,11314800
2024-12-21,SP002,スマートフォン Lite,スマートフォン,49800,52,2589600
2024-12-21,LP001,ノートPC 15インチ,ノートPC,129800,123,15965400
2024-12-21,LP002,ノートPC 13インチ,ノートPC,98000,64,6272000
2024-12-21,TB001,タブレット 10インチ,タブレット,59800,43,2571400
2024-12-21,EP001,ワイヤレスイヤホン,イヤホン,19800,37,732600
2024-12-21,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,30,1044000
2024-12-22,SP001,スマートフォン Pro,スマートフォン,89800,130,11674000
2024-12-22,SP002,スマートフォン Lite,スマートフォン,49800,71,3535800
2024-12-22,LP001,ノートPC 15インチ,ノートPC,129800,161,20897800
2024-12-22,LP002,ノートPC 13インチ,ノートPC,98000,80,7840000
2024-12-22,TB001,タブレット 10インチ,タブレット,59800,72,4305600
2024-12-22,EP001,ワイヤレスイヤホン,イヤホン,19800,77,1524600
2024-12-22,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,61,2122800
2024-12-23,SP001,スマートフォン Pro,スマートフォン,89800,77,6914600
2024-12-23,SP002,スマートフォン Lite,スマートフォン,49800,48,2390400
2024-12-23,LP001,ノートPC 15インチ,ノートPC,129800,48,6230400
2024-12-23,LP002,ノートPC 13インチ,ノートPC,98000,38,3724000
2024-12-23,TB001,タブレット 10インチ,タブレット,59800,28,1674400
2024-12-23,EP001,ワイヤレスイヤホン,イヤホン,19800,18,356400
2024-12-23,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,22,765600
2024-12-24,SP001,スマートフォン Pro,スマートフォン,89800,132,11853600
2024-12-24,SP002,スマートフォン Lite,スマートフォン,49800,88,4382400
2024-12-24,LP001,ノートPC 15インチ,ノートPC,129800,87,11292600
2024-12-24,LP002,ノートPC 13インチ,ノートPC,98000,59,5782000
2024-12-24,TB001,タブレット 10インチ,タブレット,59800,33,1973400
2024-12-24,EP001,ワイヤレスイヤホン,イヤホン,19800,42,831600
2024-12-24,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,28,974400
2024-12-25,SP001,スマートフォン Pro,スマートフォン,89800,80,7184000
2024-12-25,SP002,スマートフォン Lite,スマートフォン,49800,56,2788800
2024-12-25,LP001,ノートPC 15インチ,ノートPC,129800,52,6749600
2024-12-25,LP002,ノートPC 13インチ,ノートPC,98000,38,3724000
2024-12-25,TB001,タブレット 10インチ,タブレット,59800,26,1554800
2024-12-25,EP001,ワイヤレスイヤホン,イヤホン,19800,24,475200
2024-12-25,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,25,870000
2024-12-26,SP001,スマートフォン Pro,スマートフォン,89800,54,4849200
2024-12-26,SP002,スマートフォン Lite,スマートフォン,49800,45,2241000
2024-12-26,LP001,ノートPC 15インチ,ノートPC,129800,41,5321800
2024-12-26,LP002,ノートPC 13インチ,ノートPC,98000,26,2548000
2024-12-26,TB001,タブレット 10インチ,タブレット,59800,29,1734200
2024-12-26,EP001,ワイヤレスイヤホン,イヤホン,19800,30,594000
2024-12-26,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,16,556800
2024-12-27,SP001,スマートフォン Pro,スマートフォン,89800,129,11584200
2024-12-27,SP002,スマートフォン Lite,スマートフォン,49800,89,4432200
2024-12-27,LP001,ノートPC 15インチ,ノートPC,129800,112,14537600
2024-12-27,LP002,ノートPC 13インチ,ノートPC,98000,46,4508000
2024-12-27,TB001,タブレット 10インチ,タブレット,59800,52,3109600
2024-12-27,EP001,ワイヤレスイヤホン,イヤホン,19800,54,1069200
2024-12-27,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,28,974400
2024-12-28,SP001,スマートフォン Pro,スマートフォン,89800,146,13110800
2024-12-28,SP002,スマートフォン Lite,スマートフォン,49800,90,4482000
2024-12-28,LP001,ノートPC 15インチ,ノートPC,129800,116,15056800
2024-12-28,LP002,ノートPC 13インチ,ノートPC,98000,69,6762000
2024-12-28,TB001,タブレット 10インチ,タブレット,59800,55,3289000
2024-12-28,EP001,ワイヤレスイヤホン,イヤホン,19800,52,1029600
2024-12-28,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,42,1461600
2024-12-29,SP001,スマートフォン Pro,スマートフォン,89800,88,7902400
2024-12-29,SP002,スマートフォン Lite,スマートフォン,49800,49,2440200
2024-12-29,LP001,ノートPC 15インチ,ノートPC,129800,53,6879400
2024-12-29,LP002,ノートPC 13インチ,ノートPC,98000,33,3234000
2024-12-29,TB001,タブレット 10インチ,タブレット,59800,37,2212600
2024-12-29,EP001,ワイヤレスイヤホン,イヤホン,19800,21,415800
2024-12-29,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,26,904800
2024-12-30,SP001,スマートフォン Pro,スマートフォン,89800,150,13470000
2024-12-30,SP002,スマートフォン Lite,スマートフォン,49800,79,3934200
2024-12-30,LP001,ノートPC 15インチ,ノートPC,129800,122,15835600
2024-12-30,LP002,ノートPC 13インチ,ノートPC,98000,63,6174000
2024-12-30,TB001,タブレット 10インチ,タブレット,59800,34,2033200
2024-12-30,EP001,ワイヤレスイヤホン,イヤホン,19800,56,1108800
2024-12-30,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,32,1113600
2024-12-31,SP001,スマートフォン Pro,スマートフォン,89800,92,8261600
2024-12-31,SP002,スマートフォン Lite,スマートフォン,49800,51,2539800
2024-12-31,LP001,ノートPC 15インチ,ノートPC,129800,66,8566800
2024-12-31,LP002,ノートPC 13インチ,ノートPC,98000,44,4312000
2024-12-31,TB001,タブレット 10インチ,タブレット,59800,35,2093000
2024-12-31,EP001,ワイヤレスイヤホン,イヤホン,19800,41,811800
2024-12-31,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,36,1252800
2025-01-01,SP001,スマートフォン Pro,スマートフォン,89800,70,6286000
2025-01-01,SP002,スマートフォン Lite,スマートフォン,49800,40,1992000
2025-01-01,LP001,ノートPC 15インチ,ノートPC,129800,70,9086000
2025-01-01,LP002,ノートPC 13インチ,ノートPC,98000,42,4116000
2025-01-01,TB001,タブレット 10インチ,タブレット,59800,39,2332200
2025-01-01,EP001,ワイヤレスイヤホン,イヤホン,19800,22,435600
2025-01-01,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,31,1078800
2025-01-02,SP001,スマートフォン Pro,スマートフォン,89800,69,6196200
2025-01-02,SP002,スマートフォン Lite,スマートフォン,49800,44,2191200
2025-01-02,LP001,ノートPC 15インチ,ノートPC,129800,41,5321800
2025-01-02,LP002,ノートPC 13インチ,ノートPC,98000,31,3038000
2025-01-02,TB001,タブレット 10インチ,タブレット,59800,23,1375400
2025-01-02,EP001,ワイヤレスイヤホン,イヤホン,19800,23,455400
2025-01-02,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,22,765600
2025-01-03,SP001,スマートフォン Pro,スマートフォン,89800,70,6286000
2025-01-03,SP002,スマートフォン Lite,スマートフォン,49800,40,1992000
2025-01-03,LP001,ノートPC 15インチ,ノートPC,129800,49,6360200
2025-01-03,LP002,ノートPC 13インチ,ノートPC,98000,28,2744000
2025-01-03,TB001,タブレット 10インチ,タブレット,59800,22,1315600
2025-01-03,EP001,ワイヤレスイヤホン,イヤホン,19800,30,594000
2025-01-03,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,19,661200
2025-01-04,SP001,スマートフォン Pro,スマートフォン,89800,74,6645200
2025-01-04,SP002,スマートフォン Lite,スマートフォン,49800,43,2141400
2025-01-04,LP001,ノートPC 15インチ,ノートPC,129800,74,9605200
2025-01-04,LP002,ノートPC 13インチ,ノートPC,98000,42,4116000
2025-01-04,TB001,タブレット 10インチ,タブレット,59800,24,1435200
2025-01-04,EP001,ワイヤレスイヤホン,イヤホン,19800,41,811800
2025-01-04,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,31,1078800
2025-01-05,SP001,スマートフォン Pro,スマートフォン,89800,134,12033200
2025-01-05,SP002,スマートフォン Lite,スマートフォン,49800,54,2689200
2025-01-05,LP001,ノートPC 15インチ,ノートPC,129800,90,11682000
2025-01-05,LP002,ノートPC 13インチ,ノートPC,98000,74,7252000
2025-01-05,TB001,タブレット 10インチ,タブレット,59800,59,3528200
2025-01-05,EP001,ワイヤレスイヤホン,イヤホン,19800,42,831600
2025-01-05,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,31,1078800
2025-01-06,SP001,スマートフォン Pro,スマートフォン,89800,67,6016600
2025-01-06,SP002,スマートフォン Lite,スマートフォン,49800,38,1892400
2025-01-06,LP001,ノートPC 15インチ,ノートPC,129800,61,7917800
2025-01-06,LP002,ノートPC 13インチ,ノートPC,98000,42,4116000
2025-01-06,TB001,タブレット 10インチ,タブレット,59800,25,1495000
2025-01-06,EP001,ワイヤレスイヤホン,イヤホン,19800,20,396000
2025-01-06,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,27,939600
2025-01-07,SP001,スマートフォン Pro,スマートフォン,89800,67,6016600
2025-01-07,SP002,スマートフォン Lite,スマートフォン,49800,70,3486000
2025-01-07,LP001,ノートPC 15インチ,ノートPC,129800,81,10513800
2025-01-07,LP002,ノートPC 13インチ,ノートPC,98000,56,5488000
2025-01-07,TB001,タブレット 10インチ,タブレット,59800,30,1794000
2025-01-07,EP001,ワイヤレスイヤホン,イヤホン,19800,26,514800
2025-01-07,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,29,1009200
2025-01-08,SP001,スマートフォン Pro,スマートフォン,89800,60,5388000
2025-01-08,SP002,スマートフォン Lite,スマートフォン,49800,33,1643400
2025-01-08,LP001,ノートPC 15インチ,ノートPC,129800,63,8177400
2025-01-08,LP002,ノートPC 13インチ,ノートPC,98000,35,3430000
2025-01-08,TB001,タブレット 10インチ,タブレット,59800,27,1614600
2025-01-08,EP001,ワイヤレスイヤホン,イヤホン,19800,19,376200
2025-01-08,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,22,765600
2025-01-09,SP001,スマートフォン Pro,スマートフォン,89800,108,9698400
2025-01-09,SP002,スマートフォン Lite,スマートフォン,49800,54,2689200
2025-01-09,LP001,ノートPC 15インチ,ノートPC,129800,96,12460800
2025-01-09,LP002,ノートPC 13インチ,ノートPC,98000,36,3528000
2025-01-09,TB001,タブレット 10インチ,タブレット,59800,32,1913600
2025-01-09,EP001,ワイヤレスイヤホン,イヤホン,19800,28,554400
2025-01-09,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,36,1252800
2025-01-10,SP001,スマートフォン Pro,スマートフォン,89800,65,5837000
2025-01-10,SP002,スマートフォン Lite,スマートフォン,49800,32,1593600
2025-01-10,LP001,ノートPC 15インチ,ノートPC,129800,39,5062200
2025-01-10,LP002,ノートPC 13インチ,ノートPC,98000,21,2058000
2025-01-10,TB001,タブレット 10インチ,タブレット,59800,19,1136200
2025-01-10,EP001,ワイヤレスイヤホン,イヤホン,19800,23,455400
2025-01-10,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,16,556800
2025-01-11,SP001,スマートフォン Pro,スマートフォン,89800,99,8890200
2025-01-11,SP002,スマートフォン Lite,スマートフォン,49800,85,4233000
2025-01-11,LP001,ノートPC 15インチ,ノートPC,129800,93,12071400
2025-01-11,LP002,ノートPC 13インチ,ノートPC,98000,63,6174000
2025-01-11,TB001,タブレット 10インチ,タブレット,59800,33,1973400
2025-01-11,EP001,ワイヤレスイヤホン,イヤホン,19800,42,831600
2025-01-11,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,36,1252800
2025-01-12,SP001,スマートフォン Pro,スマートフォン,89800,97,8710600
2025-01-12,SP002,スマートフォン Lite,スマートフォン,49800,55,2739000
2025-01-12,LP001,ノートPC 15インチ,ノートPC,129800,117,15186600
2025-01-12,LP002,ノートPC 13インチ,ノートPC,98000,72,7056000
2025-01-12,TB001,タブレット 10インチ,タブレット,59800,35,2093000
2025-01-12,EP001,ワイヤレスイヤホン,イヤホン,19800,43,851400
2025-01-12,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,48,1670400
2025-01-13,SP001,スマートフォン Pro,スマートフォン,89800,48,4310400
2025-01-13,SP002,スマートフォン Lite,スマートフォン,49800,42,2091600
2025-01-13,LP001,ノートPC 15インチ,ノートPC,129800,66,8566800
2025-01-13,LP002,ノートPC 13インチ,ノートPC,98000,39,3822000
2025-01-13,TB001,タブレット 10インチ,タブレット,59800,25,1495000
2025-01-13,EP001,ワイヤレスイヤホン,イヤホン,19800,20,396000
2025-01-13,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,17,591600
2025-01-14,SP001,スマートフォン Pro,スマートフォン,89800,78,7004400
2025-01-14,SP002,スマートフォン Lite,スマートフォン,49800,47,2340600
2025-01-14,LP001,ノートPC 15インチ,ノートPC,129800,53,6879400
2025-01-14,LP002,ノートPC 13インチ,ノートPC,98000,35,3430000
2025-01-14,TB001,タブレット 10インチ,タブレット,59800,28,1674400
2025-01-14,EP001,ワイヤレスイヤホン,イヤホン,19800,27,534600
2025-01-14,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,24,835200
2025-01-15,SP001,スマートフォン Pro,スマートフォン,89800,72,6465600
2025-01-15,SP002,スマートフォン Lite,スマートフォン,49800,39,1942200
2025-01-15,LP001,ノートPC 15インチ,ノートPC,129800,43,5581400
2025-01-15,LP002,ノートPC 13インチ,ノートPC,98000,35,3430000
2025-01-15,TB001,タブレット 10インチ,タブレット,59800,25,1495000
2025-01-15,EP001,ワイヤレスイヤホン,イヤホン,19800,22,435600
2025-01-15,EP002,ノイズキャンセリングイヤホン,イヤホン,34800,24,835200
